#OTU ID,BassGCP-20180527-01-nc.blast,BassGCP-20180527-02-nc.blast,BassGCP-20180717-01-nc.blast,BassGCP-20180717-02-nc.blast,CA-EDWD-20180527-01-nc.blast,CA-MANZA-20180527-01-nc.blast,CA-MANZA-20180527-02-nc.blast,CA-MANZA-20180715-01-PCR01-nc.blast,CA-MANZA-20180715-01-PCR02-nc.blast,CA-MANZA-20180715-01-PCR03-nc.blast,CA-MANZA-20180715-01-nc.blast,CA-MANZA-20180715-02-PCR01-nc.blast,CA-MANZA-20180715-02-PCR02-nc.blast,CA-MANZA-20180715-02-PCR03-nc.blast,CA-MANZA-20180715-02-nc.blast,CA-Pig-20180717-01-nc.blast,CA-Pig-20180717-02-nc.blast,Ca-Pig-20180527-01-nc.blast,Ca-Pig-20180527-02-nc.blast,CabinBOR-20180530-01-nc.blast,CabinBOR-20180530-02-nc.blast,CabinBOR-20180714-01-nc.blast,CabinBOR-20180714-02-nc.blast,EN-MES-072018-nc.blast,EN-MES-072518-nc.blast,EN-MJS-090718-nc.blast,EagleGCP-20180527-01-nc.blast,EagleGCP-20180527-02-nc.blast,EagleGCP-20180717-01-PCR01-nc.blast,EagleGCP-20180717-01-PCR02-nc.blast,EagleGCP-20180717-01-PCR03-nc.blast,EagleGCP-20180717-01-nc.blast,EagleGCP-20180717-02-PCR01-nc.blast,EagleGCP-20180717-02-PCR02-nc.blast,EagleGCP-20180717-02-PCR03-nc.blast,EagleGCP-20180717-02-nc.blast,GlorGCP-20180527-01-nc.blast,GlorGCP-20180527-02-nc.blast,GlorGCP-20180715-01-nc.blast,GlorGCP-20180715-02-nc.blast,GrampsBOR-20180601-01-nc.blast,GrampsBOR-20180601-02-nc.blast,GrampsBOR-20180714-01-PCR01-nc.blast,GrampsBOR-20180714-01-PCR02-nc.blast,GrampsBOR-20180714-01-PCR03-nc.blast,GrampsBOR-20180714-01-nc.blast,GrampsBOR-20180714-02-PCR01-nc.blast,GrampsBOR-20180714-02-PCR02-nc.blast,GrampsBOR-20180714-02-PCR03-nc.blast,GrampsBOR-20180714-02-nc.blast,HeronGCP-20180527-01-nc.blast,HeronGCP-20180527-02-nc.blast,HeronGCP-20180717-01-nc.blast,HeronGCP-20180717-02-nc.blast,KAMM-20180527-01-nc.blast,KAMM-20180527-02-nc.blast,KAMM-20180714-01-nc.blast,KAMM-20180714-02-nc.blast,NegCtrl-20180525-03-nc.blast,NegCtrl-20180527-01-nc.blast,NegCtrl-20180527-02-nc.blast,NegCtrl-20180601-01-nc.blast,NegCtrl-20180714-01-nc.blast,NegCtrl-20180715-01-nc.blast,NegCtrl-20180717-01-nc.blast,NorthGCP-20180527-01-nc.blast,NorthGCP-20180527-02-nc.blast,NorthGCP-20180715-01-nc.blast,NorthGCP-20180715-02-nc.blast,NtalkGCP-20180527-01-nc.blast,NtalkGCP-20180527-02-nc.blast,NtalkGCP-20180715-01-nc.blast,PPKBOR-20180601-01-nc.blast,PPKBOR-20180601-02-nc.blast,PPKBOR-20180714-01-nc.blast,PPKBOR-20180714-02-nc.blast,PPKBOR-20180714-03-nc.blast,Plate01-PCR-Negative-PCR01-nc.blast,Plate01-PCR-Negative-PCR02-nc.blast,Plate01-PCR-Negative-PCR03-nc.blast,Plate01-PCR-Positive-PCR01-nc.blast,Plate01-PCR-Positive-PCR02-nc.blast,Plate01-PCR-Positive-PCR03-nc.blast,Plate04-PCR-Negative-nc.blast,Plate04-PCR-Positive-nc.blast,Plate05-PCR-Positive-nc.blast,Plate06-PCR-Negative-nc.blast,Plate06-PCR-Positive-nc.blast,Plate07-PCR-Negative-nc.blast,Plate07-PCR-Positive-nc.blast,Plate08-PCR-Positive-nc.blast,RLSNKGCP-20180527-01-nc.blast,RLSNKGCP-20180527-02-nc.blast,RLSNKGCP-20180715-01-nc.blast,RLSNKGCP-20180715-02-nc.blast,RonJRGCP-20180527-01-nc.blast,RonJRGCP-20180527-02-nc.blast,RonJRGCP-20180716-01-PCR01-nc.blast,RonJRGCP-20180716-01-PCR02-nc.blast,RonJRGCP-20180716-01-PCR03-nc.blast,RonJRGCP-20180716-01-nc.blast,RonJRGCP-20180716-02-PCR01-nc.blast,RonJRGCP-20180716-02-PCR02-nc.blast,RonJRGCP-20180716-02-PCR03-nc.blast,RonJRGCP-20180716-02-nc.blast,ShptlGCP-20180527-01-nc.blast,ShptlGCP-20180527-02-nc.blast,ShptlGCP-20180527-03-nc.blast,ShptlGCP-20180715-01-PCR01-nc.blast,ShptlGCP-20180715-01-PCR02-nc.blast,ShptlGCP-20180715-01-PCR03-nc.blast,ShptlGCP-20180715-01-nc.blast,ShptlGCP-20180715-02-PCR01-nc.blast,ShptlGCP-20180715-02-PCR02-nc.blast,ShptlGCP-20180715-02-PCR03-nc.blast,ShptlGCP-20180715-02-nc.blast,UCTBOR-20180601-01-nc.blast,UCTBOR-20180601-02-nc.blast,UCTBOR-20180714-01-nc.blast,UCTBOR-20180714-02-nc.blast,WDMLGCP-20180527-01-nc.blast,WDMLGCP-20180527-02-nc.blast,WDMLGCP-20180714-01-nc.blast,WDMLGCP-20180714-02-nc.blast,WashGCP-20180525-01-nc.blast,WashGCP-20180525-02-nc.blast,WashGCP-20180714-01-nc.blast,WashGCP-20180714-02-nc.blast,YBBA-20180527-01-nc.blast,YBBA-20180527-02-nc.blast,YBBA-20180715-01-nc.blast,YBBA-20180715-02-nc.blast,taxomomy
s__Tachycineta_bicolor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Hirundinidae', 'g__Tachycineta', 's__Tachycineta_bicolor']"
s__Tachycineta_thalassina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Hirundinidae', 'g__Tachycineta', 's__Tachycineta_thalassina']"
s__Geothlypis_tolmiei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,7,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Parulidae', 'g__Geothlypis', 's__Geothlypis_tolmiei']"
s__Junco_hyemalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,484,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Passerellidae', 'g__Junco', 's__Junco_hyemalis']"
s__Melospiza_melodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Passerellidae', 'g__Melospiza', 's__Melospiza_melodia']"
s__Sitta_carolinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Sittidae', 'g__Sitta', 's__Sitta_carolinensis']"
s__Sturnus_vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,1373,21150,30589,14748,25407,39816,35623,34270,31505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,1484,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Sturnidae', 'g__Sturnus', 's__Sturnus_vulgaris']"
s__Podilymbus_podiceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Podicipediformes', 'f__Podicipedidae', 'g__Podilymbus', 's__Podilymbus_podiceps']"
s__Canis_lupus,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Canidae', 'g__Canis', 's__Canis_lupus']"
s__Tadarida_brasiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,392,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Chiroptera', 'f__Molossidae', 'g__Tadarida', 's__Tadarida_brasiliensis']"
s__Eptesicus_fuscus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Chiroptera', 'f__Vespertilionidae', 'g__Eptesicus', 's__Eptesicus_fuscus']"
s__Didelphis_virginiana,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Didelphimorphia', 'f__Didelphidae', 'g__Didelphis', 's__Didelphis_virginiana']"
s__Lepus_californicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Lagomorpha', 'f__Leporidae', 'g__Lepus', 's__Lepus_californicus']"
s__Homo_sapiens,4913,0,6786,686,941,233279,0,0,0,6060,1849,13802,3962,0,3091,452,7205,0,0,0,5346,1562,5035,1018,0,1118,16980,593,0,1679,0,1070,11976,0,5165,4280,1780,771,1752,2080,6973,3831,117916,99429,103352,162615,0,800,1712,2442,0,1107,0,6767,0,4678,17847,7894,4361,0,7,565,2765,0,577,5330,27,14280,1210,1673,1262,120782,9012,3720,7239,7776,4090,0,0,0,0,152,352,0,76,0,0,0,0,73,224,485,1017,1164,1616,11810,200,0,0,0,0,0,41,180,10,2314,1186,8992,13462,4046,0,0,0,4232,1804,3163,3879,2416,5680,7806,0,0,0,1893,2293,1023,1258,2723,8551,97,1756,6966,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Primates', 'f__Hominidae', 'g__Homo', 's__Homo_sapiens']"
s__Mus_musculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Muridae', 'g__Mus_<mouse', 's__Mus_musculus']"
s__Spermophilus_dauricus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Sciuridae', 'g__Spermophilus', 's__Spermophilus_dauricus']"
s__Bos_taurus,1087,0,274,181,8226,2801,22488,0,0,0,0,0,0,0,0,0,0,7126,4552,0,3,0,867,0,0,0,56149,69263,0,71,0,5506,0,6581,0,0,10548,44534,1486,0,0,0,0,0,0,0,0,0,1569,1072,3816,3148,55075,23380,0,0,8384,2088,1473,0,0,0,0,0,0,4159,0,13583,49054,64664,44467,63103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34038,33477,42541,35335,6680,291342,0,214,308,1025,146,60,227,104,50342,41870,39975,3172,2548,0,409,34376,25922,22191,22686,0,0,0,0,80429,50554,97287,193074,44709,31440,9704,46768,662,813,5038,3029,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Bovidae', 'g__Bos', 's__Bos_taurus']"
s__Odocoileus_hemionus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87711,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Cervidae', 'g__Odocoileus', 's__Odocoileus_hemionus']"
s__Sus_scrofa,0,0,0,0,0,4,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3235,0,2114,0,0,0,0,0,0,2697,0,0,0,0,0,0,0,0,170,0,434,0,0,0,0,0,0,0,0,19205,35647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2201,781,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Suidae', 'g__Sus', 's__Sus_scrofa']"
s__Sistrurus_catenatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,783,1123,0,1410,3566,0,2816,0,1370,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__unknown', 'o__Squamata', 'f__Viperidae', 'g__Sistrurus', 's__Sistrurus_catenatus']"
s__Trachemys_scripta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,7,0,0,0,0,9,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__unknown', 'o__Testudines', 'f__Emydidae', 'g__Trachemys', 's__Trachemys_scripta']"
g__Micropterus,22,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Centrarchiformes', 'f__Centrarchidae', 'g__Micropterus']"
g__Taricha,0,0,0,0,0,1244,11876,17816,17018,23529,32588,13260,20362,6847,13019,72221,5813,39933,12632,0,0,0,0,0,0,0,3593,4060,2653,2121,8197,2922,344,4249,941,2862,589,2275,4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29400,38118,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393,2394,0,2999,0,260,0,0,0,0,0,0,0,0,16308,16853,13661,12393,5902,11249,2193,38862,29531,32640,49449,0,0,0,0,0,0,0,0,0,204,0,0,0,0,1809,410,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Caudata', 'f__Salamandridae', 'g__Taricha']"
g__Anas,0,0,14263,304,0,1822,9939,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,667,0,0,0,4795,5346,2016,0,2876,2632,0,0,413,1399,0,763,0,0,9603,2571,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,0,1532,1056,608,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,785,0,701,7523,30253,67,503,189,1809,1888,1344,1666,481,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,3776,2432,0,0,6297,2603,0,0,2098,182680,28805,14287,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Anseriformes', 'f__Anatidae', 'g__Anas']"
g__Buteo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Falconiformes', 'f__Accipitridae', 'g__Buteo']"
g__Melanerpes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Piciformes', 'f__Picidae', 'g__Melanerpes']"
g__Canis,7545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Canidae', 'g__Canis']"
g__Myotis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Chiroptera', 'f__Vespertilionidae', 'g__Myotis']"
g__Microtus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae', 'g__Microtus']"
f__Anatidae,0,0,0,1756,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,30,158,187,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Anseriformes', 'f__Anatidae']"
